chargeDeviceID,name,latitude,longitude,town,county,postcode,locationType,chargeDeviceStatus,paymentRequired,accessRestrictionFlag,parkingFeesFlag,subscriptionRequired,access24Hours,connector1Type,connector1RatedOutputKW,connector1ChargeMethod,connector1Status
0ec52f9ec87486dfa654d766eb6979f7,Newcastle Airport,55.03842,-1.710744,Newcastle upon Tyne,Tyne and Wear,NE13 8BZ,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
efc7667564c801b723843a81b5b10ab5,Gibside Hall,54.856926,-1.679857,Newcastle upon Tyne,Tyne and Wear,NE16 6BE,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
b9adc4df9a0d423c165f63f40eb3a0df,Gibside Hall,54.856826,-1.679757,Newcastle upon Tyne,Tyne and Wear,NE16 6BE,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
f4d4c95a4336cebe07df62e614f602f5,Quayside Multi-Storey Car Park 2,54.971185,-1.605302,Newcastle upon Tyne,Tyne and Wear,NE1 3RF,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
109673a937086b08c10d3e25d277b682,Leazes Village Carpark,54.9766,-1.61878,Newcastle upon Tyne,Tyne and Wear,NE1 4DD,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
b55b1e5d638b9568d38abb426975d91c,St Nicholas Ave car park,55.004826,-1.619527,Newcastle upon Tyne,Tyne and Wear,NE3 1HB,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
5937bc13febda34938aa32a74ad94173,St Nicholas Ave car park,55.004824,-1.619526,Newcastle upon Tyne,Tyne and Wear,NE3 1HB,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
ffad99a1f556e0e0595aec7b8060662d,Argyle St Carpark,54.973972,-1.603339,Newcastle upon Tyne,Tyne and Wear,NE1 6PF,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
3cdc0a294d55c26d6d656877c731d24d,Clayton Street opposite Falconer Street,54.97136,-1.61782,Newcastle upon Tyne,Tyne and Wear,NE1 5PF ,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
bad65e96c2c6456a4f82970601d39714,Clayton Street opposite Falconer Street,54.971476,-1.617814,Newcastle upon Tyne,Tyne and Wear,NE1 5PF ,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
d5447db4e54f5b3966dd967f22a9a07b,Clayton St junction with Pink Lane,54.970246,-1.619392,Newcastle upon Tyne,Tyne and Wear,NE1 4AE,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
e16851c2e51d737d0f6a3b1529b93b26,Clayton St junction with Pink Lane,54.970146,-1.6193,Newcastle upon Tyne,Tyne and Wear,NE1 4AE,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
9a8bf55dbb149d31677a2bb1a3370224,Akenside Hill junction with Queen Street,54.969204,-1.607213,Newcastle upon Tyne,Tyne and Wear,NE1 3UG,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
e09baed818bb105cc3f3451d6aa93f2d,Front Street Car Park 1,54.946254,-1.680362,Newcastle upon Tyne,Tyne and Wear,NE16 4AB,Other,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
fbcb037387e821a6b1898467b076c0d5,Front Street Car Park 2,54.946354,-1.680262,Newcastle upon Tyne,Tyne and Wear,NE16 4AB,Other,In service,Yes,0,0,1,No,3-pin Type G (BS1363),3,Single Phase AC,In service
9ff6b4c1124dfb0ddeffd72781d88aa6,Callerton Parkway Metro Station,55.028155,-1.703485,Newcastle upon Tyne,Tyne and Wear,NE13 8DF,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
aadeccf20333fe8cb7946318389d4555,Thornhill Road Carpark,55.0508,-1.744099,Newcastle upon Tyne,Tyne and Wear,NE20 9PZ,Other,In service,Yes,1,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
8f51d048845867380207217d2b5c3156,Thornhill Road Carpark,55.0507,-1.743999,Newcastle upon Tyne,Tyne and Wear,NE20 9PZ,Other,In service,Yes,1,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
e1d351219a44905eb5f80749d63ce379,Vallum Farm,55.008157,-1.927307,Newcastle upon Tyne,Tyne and Wear,NE18 0LL,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
a697ab0dcf803186970e7bb5ed0909fb,Vallum Farm,55.008157,-1.927207,Newcastle upon Tyne,Tyne and Wear,NE18 0LL,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
c1474f1081f34c3e501e95ac5e9627e9,Grainger Town Car Park,54.969332,-1.622436,Newcastle upon Tyne,Tyne and Wear,NE1 4DP,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
91caf8baf768a5cc1a69f73a26e173dd,Grainger Town Car Park,54.969232,-1.622436,Newcastle upon Tyne,Tyne and Wear,NE1 4DP,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
9c3cfdc8a01e0b6d22a4cec0ab80440a,Grainger Town Car Park,54.969132,-1.622436,Newcastle upon Tyne,Tyne and Wear,NE1 4DP,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
542b9ce5413bbceea136fecb513df4c3,Grainger Town Car Park,54.969032,-1.622436,Newcastle upon Tyne,Tyne and Wear,NE1 4DP,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
1fc3f4cac90772f868f9945a5d6a7a7a,Grainger Town Car Park,54.968932,-1.622436,Newcastle upon Tyne,Tyne and Wear,NE1 4DP,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
89db6efaa2613d91fc745b3d50d2bf1a,Grainger Town Car Park,54.968832,-1.622436,Newcastle upon Tyne,Tyne and Wear,NE1 4DP,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
ef52eb8368b6c0434f0a44527ffbd9e9,Grainger Town Car Park,54.968732,-1.622436,Newcastle upon Tyne,Tyne and Wear,NE1 4DP,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
0fbdcafcce2cb11f51c99c4d667b1488,Grainger Town Car Park,54.968632,-1.622436,Newcastle upon Tyne,Tyne and Wear,NE1 4DP,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
598a3242360f1b7afc0b59475de711f7,Grainger Town Car Park,54.968532,-1.622436,Newcastle upon Tyne,Tyne and Wear,NE1 4DP,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
712ac39ad32d1f36e2afc3388d9dec86,Grainger Town Car Park,54.968432,-1.622436,Newcastle upon Tyne,Tyne and Wear,NE1 4DP,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
16ed29ce607dd940ec33787f09b61d93,Grainger Town Car Park,54.968332,-1.622436,Newcastle upon Tyne,Tyne and Wear,NE1 4DP,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
4cf7fbdf88b8e8dc6f99b975754493e4,Grainger Town Car Park,54.968232,-1.622436,Newcastle upon Tyne,Tyne and Wear,NE1 4DP,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
9745c8309fb3902f9b19a3b78d0cbdec,Grainger Town Car Park,54.968132,-1.622436,Newcastle upon Tyne,Tyne and Wear,NE1 4DP,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
8ec959b57278128ac65607f07812f0fd,Grainger Town Car Park,54.968032,-1.622436,Newcastle upon Tyne,Tyne and Wear,NE1 4DP,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
ff2182172c8da2d80ebf6d0a22b749f2,Grainger Town Car Park,54.969532,-1.622436,Newcastle upon Tyne,Tyne and Wear,NE1 4DP,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
27f0681af3b501d1a5e313be097da0a6,Grainger Town Car Park,54.969432,-1.622436,Newcastle upon Tyne,Tyne and Wear,NE1 4DP,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
e04f727550ad26170337577bb955a20b,Quayside Multi-Storey Car Park 3,54.971194,-1.605997,Newcastle upon Tyne,Tyne and Wear,NE1 3RF,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
1eebbb55fd7a6ade3787002e5f87ceab,Quayside Multi-Storey Car Park 4,54.971094,-1.605997,Newcastle upon Tyne,Tyne and Wear,NE1 3RF,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
045020ae3a56c185c69e8984ecf61415,Quayside Multi-Storey Car Park 5,54.971194,-1.605997,Newcastle upon Tyne,Tyne and Wear,NE1 3RF,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
9dc69f4a9d78d28dc1ba5697a159c546,Quayside Multi-Storey Car Park 6,54.971294,-1.605997,Newcastle upon Tyne,Tyne and Wear,NE1 3RF,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
ae5e5d97ec37b67fcd007bb1657f879b,Quayside Multi-Storey Car Park 7,54.971594,-1.605997,Newcastle upon Tyne,Tyne and Wear,NE1 3RF,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
8e0c4a20ac8766a81dd8d74bb236e889,Quayside Multi-Storey Car Park 8,54.971694,-1.605997,Newcastle upon Tyne,Tyne and Wear,NE1 3RF,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
c45a49d5ee861cba663d92e76d5036c9,Quayside Multi-Storey Car Park 9,54.971394,-1.605997,Newcastle upon Tyne,Tyne and Wear,NE1 3RF,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
d61bc8a71e83b3799b433cf0b29a36e4,Quayside Multi-Storey Car Park 10,54.971494,-1.605997,Newcastle upon Tyne,Tyne and Wear,NE1 3RF,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
c5d08fc497bfb4d26fa921396d95d458,Quayside Multi-Storey Car Park 11,54.971794,-1.605997,Newcastle upon Tyne,Tyne and Wear,NE1 3RF,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
1a7fd965c4e7dc9a6c6665ca4ba813c2,Quayside Multi-Storey Car Park 12,54.971894,-1.605997,Newcastle upon Tyne,Tyne and Wear,NE1 3RF,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
d8c3b11e26ab89d9712734aac8765677,Quayside Multi-Storey Car Park 13,54.971994,-1.605997,Newcastle upon Tyne,Tyne and Wear,NE1 3RF,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
63515bad9f509b6783009bc4bca0162e,Quayside Multi-Storey Car Park 14,54.971094,-1.605997,Newcastle upon Tyne,Tyne and Wear,NE1 3RF,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
644d47ad4e86f0e50d1904691958f743,Collingwood St junction,54.96998,-1.6126,Newcastle upon Tyne,Tyne and Wear,NE1 1HE,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
e17d574a9ac6743fda8847722a2ce8c3,Collingwood St junction,54.969867,-1.613019,Newcastle upon Tyne,Tyne and Wear,NE1 1HE,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
94fb5e0d0f503714002dd7ba30e89195,The Grove,55.004038,-1.612547,Newcastle upon Tyne,Tyne and Wear,NE3 1NH,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
ed18370ab753647f8aa890dab473e6b7,Claremont Road,54.987547,-1.635838,Newcastle upon Tyne,Tyne and Wear,NE2 4NL,Other,In service,Yes,0,0,1,Unknown,3-pin Type G (BS1363),3,Single Phase AC,In service
8fe7117815d34847105f5cc78a519d8a,Westgate Road,54.971513,-1.62829,Newcastle upon Tyne,Tyne and Wear,NE4 6AH,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
ca150bd929d10400377196db6715f8f8,Blandford Square,54.968842,-1.624004,Newcastle upon Tyne,Tyne and Wear,NE1 4JA,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
85fb8f045570014b485523879fc3ab0b,Blandford Square,54.968716,-1.624017,Newcastle upon Tyne,Tyne and Wear,NE1 4JA,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
e7c3bf43a683b8e7d5e4f103b16de6e7,Your Homes Newcastle,55.009381,-1.599209,Newcastle upon Tyne,Tyne and Wear,NE7 7LX,Other,In service,Yes,0,0,1,Unknown,3-pin Type G (BS1363),3,Single Phase AC,In service
e65e15c993a8ecd9e90f3d243203a2a4,Bigg Market,54.971111,-1.613678,Newcastle upon Tyne,Tyne and Wear,NE1 1UG,Other,In service,Yes,0,0,1,Unknown,3-pin Type G (BS1363),3,Single Phase AC,In service
b2769ab71109c3634b3115937deaa34a,Bigg Market,54.971011,-1.613778,Newcastle upon Tyne,Tyne and Wear,NE1 1UG,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
92f55e5c0005f88cb73fe7a338842a4f,Claremont Road,54.987447,-1.635938,Newcastle upon Tyne,Tyne and Wear,NE2 4NL,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
d778dda0358a70c62a4ee6e61f33829d,Melbourne Street,54.971808,-1.60526,Newcastle upon Tyne,Tyne and Wear,NE1 2JS,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
ce4a5cd2d961ac2c758c43c3c2b72caa,Westgate Road,54.971544,-1.628525,Newcastle upon Tyne,Tyne and Wear,NE4 6AH,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
b4839d20c9a13ccf4a0a61b863bdd56c,City Road,54.97114,-1.602995,Newcastle upon Tyne,Tyne and Wear,NE1 2AF,Other,In service,Yes,0,0,1,Unknown,3-pin Type G (BS1363),3,Single Phase AC,In service
45c279002a2f09dafffe35f3ca26f309,City Road,54.971043,-1.603065,Newcastle upon Tyne,Tyne and Wear,NE1 2AF,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
901eed0aea40de0fd19a2cacc99a3066,Chillingham Road,54.986955,-1.577002,Newcastle upon Tyne,Tyne and Wear,NE6 5LS,Other,In service,Yes,0,0,1,Unknown,3-pin Type G (BS1363),3,Single Phase AC,In service
4b4053f74ead8706cc643fccdbb9c85c,NGP Park and Ride,55.034059,-1.645223,Newcastle upon Tyne,Tyne and Wear,NE13 9AA,Park & Ride site,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
2200c4dbfad5f09e8d6af066c26e2863,NGP Park and Ride,55.034129,-1.645223,Newcastle upon Tyne,Tyne and Wear,NE13 9AA,Park & Ride site,In service,Yes,0,0,1,Unknown,3-pin Type G (BS1363),3,Single Phase AC,In service
e2463e1d67abb1fc3083f53a842cc2d1,NGP Park and Ride,55.034229,-1.645223,Newcastle upon Tyne,Tyne and Wear,NE13 9AA,Park & Ride site,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
c7fdc5f5c63fbdc92af9e5df3721ed6b,Civic Centre Underground Barras Bridge,54.970213,-1.609178,Newcastle upon Tyne,Tyne and Wear,NE99 2BN,Other,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
f0a1a529f475b1900279e9217e38f45d,Civic Centre Underground Barras Bridge,54.970313,-1.609178,Newcastle upon Tyne,Tyne and Wear,NE99 2BN,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
30d4acd988cebcb9d2142e2af7a9dbaf,Civic Centre Underground Barras Bridge,54.970313,-1.609078,Newcastle upon Tyne,Tyne and Wear,NE99 2BN,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
fdeb711f948b72ef659f43ec66a36709,Civic Centre Underground Barras Bridge,54.970313,-1.609078,Newcastle upon Tyne,Tyne and Wear,NE99 2BN,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
9fe79d0e0ed2c8a72600b5eb4706395d,Civic Centre Underground Barras Bridge,54.970213,-1.609078,Newcastle upon Tyne,Tyne and Wear,NE99 2BN,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
3e962db4a16e6df50fd73afc752f3f89,Civic Centre Underground Barras Bridge,54.970313,-1.609078,Newcastle upon Tyne,Tyne and Wear,NE99 2BN,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
8b1d4dae4314191be293526cf052e257,Civic Centre Underground Barras Bridge,54.970213,-1.609078,Newcastle upon Tyne,Tyne and Wear,NE99 2BN,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
6005fb5ae0d58f2b5c9dd63b6089b92b,Civic Centre Underground Barras Bridge,54.970213,-1.608078,Newcastle upon Tyne,Tyne and Wear,NE99 2BN,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
ef1f649f75e8a22d9c13c9aef6437832,Eldon Garden Multi-Storey Car Park 3,54.976762,-1.615685,Newcastle upon Tyne,Tyne and Wear,NE1 7RZ,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
2871d86ea442b2496f4774b3810b2142,Eldon Garden Multi-Storey Car Park 4,54.976762,-1.615685,Newcastle upon Tyne,Tyne and Wear,NE1 7RZ,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
d130125b5bba8462ae017c93319b79fd,Eldon Garden Multi-Storey Car Park 5,54.976762,-1.615685,Newcastle upon Tyne,Tyne and Wear,NE1 7RZ,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
5e57e76cd6ebcdd544ce5dd30faa95db,Eldon Garden Multi-Storey Car Park 6,54.976762,-1.615685,Newcastle upon Tyne,Tyne and Wear,NE1 7RZ,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
5fc78eaa477c004f02bd794d43e3c378,Eldon Garden Multi-Storey Car Park 7,54.976762,-1.615685,Newcastle upon Tyne,Tyne and Wear,NE1 7RZ,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
2aed7be01bfae8763e78deedbeaa8b01,Eldon Garden Multi-Storey Car Park 8,54.976762,-1.615685,Newcastle upon Tyne,Tyne and Wear,NE1 7RZ,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
75f8f7a9ced8da0635e455405200f2e8,Eldon Garden Multi-Storey Car Park 9,54.976762,-1.615685,Newcastle upon Tyne,Tyne and Wear,NE1 7RZ,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
52f0ab576a3efd4c9e6f71fcab5ecdba,Eldon Garden Multi-Storey Car Park 10,54.976762,-1.615685,Newcastle upon Tyne,Tyne and Wear,NE1 7RZ,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
8feeb5ed0776e02943859128347dc015,Eldon Garden Multi-Storey Car Park 11,54.976762,-1.615685,Newcastle upon Tyne,Tyne and Wear,NE1 7RZ,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
ec23187ecc4e0c6eb40cd187db4a865c,Eldon Garden Multi-Storey Car Park 12,54.976762,-1.615685,Newcastle upon Tyne,Tyne and Wear,NE1 7RZ,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
232efe14b864588c1d368b35b460e2d2,Eldon Garden Multi-Storey Car Park 13,54.976762,-1.615685,Newcastle upon Tyne,Tyne and Wear,NE1 7RZ,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
20c2353f84c70aee669d3af094e1f056,Eldon Garden Multi-Storey Car Park 14,54.976762,-1.615685,Newcastle upon Tyne,Tyne and Wear,NE1 7RZ,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
5b4e256d43c2e28b425581832a4e0a09,Eldon Garden Multi-Storey Car Park 15,54.976762,-1.615685,Newcastle upon Tyne,Tyne and Wear,NE1 7RZ,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
cf5194e6374a74876e12ddcba1cff0b7,Eldon Garden Multi-Storey Car Park 16,54.976762,-1.615685,Newcastle upon Tyne,Tyne and Wear,NE1 7RZ,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
c619d3037eacda6b38dc09ef98903f5e,Eldon Garden Multi-Storey Car Park 17,54.976762,-1.615685,Newcastle upon Tyne,Tyne and Wear,NE1 7RZ,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
338ab51c4c2c88328e001aab08fddcd2,Eldon Garden Multi-Storey Car Park 18,54.976762,-1.615685,Newcastle upon Tyne,Tyne and Wear,NE1 7RZ,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
7c4e2c89a4054ce79d83c88031174b3d,Eldon Garden Multi-Storey Car Park 19,54.977362,-1.615685,Newcastle upon Tyne,Tyne and Wear,NE1 7RZ,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
709f9b6bebbf6b83d059f97a0fd5faa0,Eldon Garden Multi-Storey Car Park 20,54.977462,-1.615685,Newcastle upon Tyne,Tyne and Wear,NE1 7RZ,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
0d14e3ef9e05269b449abdfcf5c8c60a,Eldon Garden Multi-Storey Car Park 21,54.977162,-1.615685,Newcastle upon Tyne,Tyne and Wear,NE1 7RZ,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
b12651683fc3724a483ce32818a4068a,Eldon Garden Multi-Storey Car Park 22,54.977262,-1.615685,Newcastle upon Tyne,Tyne and Wear,NE1 7RZ,Public car park,In service,Yes,0,0,1,No,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
3211768f6a03691dec62ef85cf89b74a,Scotswood Road,54.964443,-1.627892,Newcastle upon Tyne,Tyne and Wear,NE4 7AP,Other,In service,Yes,0,0,1,Unknown,Type 2 Mennekes (IEC62196),7,Single Phase AC,In service
b9af48c23f22e423d48a8263dffad03f,Ponteland Leisure Centre,55.048909,-1.74044,Newcastle upon Tyne,Tyne and Wear,NE20 9EG,Leisure centre,In service,No,0,0,0,Yes,Type 2 Mennekes (IEC62196),43,Three Phase AC,In service
7cd6956307b71eb4bd97408c1d35d726,Thornhill Road Ponteland,55.051163,-1.744151,Newcastle upon Tyne,Tyne and Wear,NE20 9PZ,Public car park,In service,No,0,0,0,Yes,Type 2 Mennekes (IEC62196),22,Three Phase AC,In service
04e37611fefa45c2c3fa2c9d6668a6ff,Thornhill Road Ponteland,55.051163,-1.744151,Newcastle upon Tyne,Tyne and Wear,NE20 9PZ,Public car park,In service,No,0,0,0,Yes,Type 2 Mennekes (IEC62196),22,Three Phase AC,In service
5ed46a6701a58a8944594f5d8d6b54d7,Newcastle Airport,55.035259,-1.71038,Newcastle upon Tyne,Newcastle upon Tyne,NE13 8BZ,Workplace car park,In service,No,0,0,1,Yes,JEVS G105 (CHAdeMO) DC,50,DC,In service
fd73d9e039609042b9532f83ea3e3ae5,Newcastle International Airport,55.036098,-1.71025,Newcastle upon Tyne,Newcastle upon Tyne,NE13 8BZ,Public car park,In service,No,0,0,1,Yes,JEVS G105 (CHAdeMO) DC,50,DC,In service
